H,29,06,Conduite d'installation automatisée ou robotisée de fabrication mécanique
H,29,07,Conduite d'installation de production des métaux
H,29,08,Modelage de matériaux non métalliques
H,29,09,Montage-assemblage mécanique
H,29,10,Moulage sable
H,29,11,Réalisation de structures métalliques
H,29,12,Réglage d'équipement de production industrielle
H,29,13,Soudage manuel
H,29,14,Réalisation et montage en tuyauterie
H,31,,Papier et carton
H,31,01,Conduite d'équipement de fabrication de papier ou de carton
H,31,02,Conduite d'installation de pâte à papier
H,32,,"Plastique, caoutchouc"
H,32,01,Conduite d'équipement de formage des plastiques et caoutchoucs
H,32,02,Réglage d'équipement de formage des plastiques et caoutchoucs
H,32,03,Fabrication de pièces en matériaux composites
H,33,,Préparation et conditionnement
H,33,01,Conduite d'équipement de conditionnement
H,33,02,"Opérations manuelles d'assemblage, tri ou emballage"
H,33,03,"Préparation de matières et produits industriels (broyage, mélange, ...)"
H,34,,Traitements thermiques et traitements de surfaces
H,34,01,Conduite de traitement d'abrasion de surface
H,34,02,Conduite de traitement par dépôt de surface
H,34,03,Conduite de traitement thermique
H,34,04,Peinture industrielle
I,,,INSTALLATION ET MAINTENANCE
I,11,,Encadrement
I,11,01,Direction et ingénierie en entretien infrastructure et bâti
I,11,02,Management et ingénierie de maintenance industrielle
I,11,03,Supervision d'entretien et gestion de véhicules
I,12,,Entretien technique
I,12,01,Entretien d'affichage et mobilier urbain
I,12,02,Entretien et surveillance du tracé routier
I,12,03,Maintenance des bâtiments et des locaux
I,13,,"Equipements de production, équipements collectifs"
I,13,01,Installation et maintenance d'ascenseurs
I,13,02,Installation et maintenance d'automatismes
I,13,03,Installation et maintenance de distributeurs automatiques
I,13,04,Installation et maintenance d'équipements industriels et d'exploitation
I,13,05,Installation et maintenance électronique
I,13,06,"Installation et maintenance en froid, conditionnement d'air"
I,13,07,Installation et maintenance télécoms et courants faibles
I,13,08,Maintenance d'installation de chauffage
I,13,09,Maintenance électrique
I,13,10,Maintenance mécanique industrielle
I,14,,Equipements domestiques et informatique
I,14,01,Maintenance informatique et bureautique
I,14,02,Réparation de biens électrodomestiques
I,15,,Travaux d'accès difficile
I,15,01,Intervention en grande hauteur
I,15,02,Intervention en milieu subaquatique
I,15,03,Intervention en milieux et produits nocifs
I,16,,"Véhicules, engins, aéronefs"
I,16,01,Installation et maintenance en nautisme
I,16,02,Maintenance d'aéronefs
I,16,03,"Maintenance d'engins de chantier, levage, manutention et de machines agricoles"
I,16,04,Mécanique automobile et entretien de véhicules
I,16,05,Mécanique de marine
I,16,06,Réparation de carrosserie
I,16,07,"Réparation de cycles, motocycles et motoculteurs de loisirs"
J,,,SANTE
J,11,,Praticiens médicaux
J,11,01,Médecine de prévention
J,11,02,Médecine généraliste et spécialisée
J,11,03,Médecine dentaire
J,11,04,Suivi de la grossesse et de l'accouchement
J,12,,Praticiens médico-techniques
J,12,01,Biologie médicale
J,12,02,Pharmacie
J,13,,Professionnels médico-techniques
J,13,01,Personnel polyvalent des services hospitaliers
J,13,02,Analyses médicales
J,13,03,Assistance médico-technique
J,13,04,Aide en puériculture
J,13,05,Conduite de véhicules sanitaires
J,13,06,Imagerie médicale
J,13,07,Préparation en pharmacie
J,14,,Rééducation et appareillage
J,14,01,Audioprothèses
J,14,02,Diététique
J,14,03,Ergothérapie
J,14,04,Kinésithérapie
J,14,05,Optique - lunetterie
J,14,06,Orthophonie
J,14,07,Orthoptique
J,14,08,Ostéopathie et chiropraxie
J,14,09,Pédicurie et podologie
J,14,10,Prothèses dentaires
J,14,11,Prothèses et orthèses
J,14,12,Rééducation en psychomotricité
J,15,,Soins paramédicaux
J,15,01,"Soins d'hygiène, de confort du patient"
J,15,02,Coordination de services médicaux ou paramédicaux
J,15,03,Soins infirmiers spécialisés en anesthésie
J,15,04,Soins infirmiers spécialisés en bloc opératoire
J,15,05,Soins infirmiers spécialisés en prévention
J,15,06,Soins infirmiers généralistes
J,15,07,Soins infirmiers spécialisés en puériculture
K,,,SERVICES A LA PERSONNE ET A LA COLLECTIVITE
K,11,,Accompagnement de la personne
K,11,01,Accompagnement et médiation familiale
K,11,02,Aide aux bénéficiaires d'une mesure de protection juridique
K,11,03,Développement personnel et bien-être de la personne
K,11,04,Psychologie
K,12,,"Action sociale, socio-éducative et socio-culturelle"
K,12,01,Action sociale
K,12,02,Éducation de jeunes enfants
K,12,03,Encadrement technique en insertion professionnelle
K,12,04,Médiation sociale et facilitation de la vie en société
K,12,05,Information sociale
K,12,06,Intervention socioculturelle
K,12,07,Intervention socioéducative
K,13,,Aide à la vie quotidienne
K,13,01,Accompagnement médicosocial
K,13,02,Assistance auprès d'adultes
K,13,03,Assistance auprès d'enfants
K,13,04,Services domestiques
K,13,05,Intervention sociale et familiale
K,14,,Conception et mise en oeuvre des politiques publiques
K,14,02,Conseil en Santé Publique
K,14,03,"Management de structure de santé, sociale ou pénitentiaire"
K,16,,Culture et gestion documentaire
K,16,01,Gestion de l'information et de la documentation
K,16,02,Gestion de patrimoine culturel
K,17,05,Sécurité civile et secours
K,18,02,Développement local
K,19,03,Défense et conseil juridique
K,19,04,Magistrature
K,21,02,Coordination pédagogique
K,21,04,Éducation et surveillance au sein d'établissements d'enseignement
K,21,05,Enseignement artistique
K,21,06,Enseignement des écoles
K,21,07,Enseignement général du second degré
K,21,08,Enseignement supérieur
K,21,09,Enseignement technique et professionnel
K,21,10,Formation en conduite de véhicules
K,21,11,Formation professionnelle
K,21,12,Orientation scolaire et professionnelle
K,22,,Nettoyage et propreté industriels
K,22,01,Blanchisserie industrielle
K,22,02,Lavage de vitres
K,22,03,Management et inspection en propreté de locaux
K,22,04,Nettoyage de locaux
K,23,,Propreté et environnement urbain
K,23,01,Distribution et assainissement d'eau
K,23,02,Management et inspection en environnement urbain
K,23,03,Nettoyage des espaces urbains
K,23,04,Revalorisation de produits industriels
K,23,05,Salubrité et traitement de nuisibles
K,23,06,Supervision d'exploitation éco-industrielle
K,24,,Recherche
K,24,01,Recherche en sciences de l'homme et de la société
K,24,02,"Recherche en sciences de l'univers, de la matière et du vivant"
K,25,,Sécurité privée
K,25,01,Gardiennage de locaux
K,25,02,Management de sécurité privée
K,25,03,Sécurité et surveillance privées
K,26,,Services funéraires
K,26,01,Conduite d'opérations funéraires
K,26,02,Conseil en services funéraires
K,26,03,Thanatopraxie
L,,,SPECTACLE
L,11,,Animation de spectacles
L,11,01,Animation musicale et scénique
L,11,02,Mannequinat et pose artistique
L,11,03,Présentation de spectacles ou d'émissions
L,12,,Artistes - interprètes du spectacle
L,12,01,Danse
L,12,02,Musique et chant
L,12,03,Art dramatique
L,12,04,Arts du cirque et arts visuels
L,13,,Conception et production de spectacles
L,13,01,Mise en scène de spectacles vivants
L,13,02,"Production et administration spectacle, cinéma et audiovisuel"
L,13,03,Promotion d'artistes et de spectacles
L,13,04,Réalisation cinématographique et audiovisuelle
L,14,,Sport professionnel
L,14,01,Sportif professionnel
L,15,,Techniciens du spectacle
L,15,01,Coiffure et maquillage spectacle
L,15,02,Costume et habillage spectacle
L,15,03,Décor et accessoires spectacle
L,15,04,Éclairage spectacle
L,15,05,Image cinématographique et télévisuelle
L,15,06,Machinerie spectacle
L,15,07,Montage audiovisuel et post-production
L,15,08,Prise de son et sonorisation
L,15,09,Régie générale
L,15,10,Films d'animation et effets spéciaux
M,,,SUPPORT AU PROJETS
M,16,,Secrétariat et assistance
M,16,01,Accueil et renseignements
M,16,02,Opérations administratives
M,16,05,Assistanat technique et administratif
M,16,06,Saisie de données
M,16,07,Secrétariat
M,16,09,Secrétariat et assistanat médical ou médico-social
M,18,,Systèmes d'information et de télécommunication
M,18,01,Administration de systèmes d'information
M,18,02,Expertise et support en systèmes d'information
M,18,03,Direction des systèmes d'information
M,18,04,Études et développement de réseaux de télécoms
M,18,05,Études et développement informatique
M,18,06,Conseil et maîtrise d'ouvrage en systèmes d'information
M,18,07,Exploitation de systèmes de communication 
M,18,09,Information météorologique
M,18,10,Production et exploitation de systèmes d'information
N,,,TRANSPORT ET LOGISTIQUE
N,1,,Logistique
N,11,,"Magasinage, manutention des charges et déménagement"
N,11,01,Conduite d'engins de déplacement des charges
N,11,02,Déménagement
N,11,03,Magasinage et préparation de commandes
N,11,04,Manoeuvre et conduite d'engins lourds de manutention
N,11,05,Manutention manuelle de charges
N,12,,Organisation de la circulation des ressources
N,12,01,Affrètement transport
N,12,02,Gestion des opérations de circulation internationale des ressources
N,13,,Personnel d'encadrement
N,13,01,Conception et organisation de la chaîne logistique
N,13,02,Direction de site logistique
N,13,03,Intervention technique d'exploitation logistique
N,2,,Transport aérien et activités aéroportuaires
N,21,,Personnel navigant du transport aérien
N,21,02,Pilotage et navigation technique aérienne
N,22,,Personnel sédentaire du transport aérien
N,22,01,Personnel d'escale aéroportuaire
N,22,02,Contrôle de la navigation aérienne
N,22,03,Exploitation des pistes aéroportuaires
N,22,04,Préparation des vols
N,22,05,Direction d'escale et exploitation aéroportuaire
N,3,,Transport maritime et fluvial et activités portuaires
N,31,,Personnel navigant du transport maritime et fluvial
N,31,01,Encadrement de la navigation maritime
N,31,02,Equipage de la navigation maritime
N,31,03,Navigation fluviale
N,32,,Personnel sédentaire du transport maritime et fluvial
N,32,01,Exploitation des opérations portuaires et du transport maritime
N,32,02,Exploitation du transport fluvial
N,32,03,Manutention portuaire
N,4,,Transport terrestre
N,41,,Personnel de conduite du transport routier
N,41,01,Conduite de transport de marchandises sur longue distance
N,41,02,Conduite de transport de particuliers
N,41,03,Conduite de transport en commun sur route
N,41,04,Courses et livraisons express
N,41,05,Conduite et livraison par tournées sur courte distance
N,43,,Personnel navigant du transport terrestre
N,43,01,Conduite sur rails
N,43,02,Contrôle des transports en commun
N,44,,Personnel sédentaire du transport ferroviaire et réseau filo guidé
N,44,01,Circulation du réseau ferré
N,44,02,Exploitation et manoeuvre des remontées mécaniques
N,44,03,Manoeuvre du réseau ferré
